mes,produto,credit_type,rating,qtd,volume_mm,pct_total,prazo_medio,ticket_medio
2025-07-31,EXPRESS_POINT_MLB_1,DINERO_EXPRESS,D,1363,2.172,0.03735,1.0,1594
2025-07-31,MER_MLB_MA,MERCHANT,G,1969,2.1,0.0361,6.26,1066
2025-07-31,MER_MLB_MA,MERCHANT,H,1458,1.523,0.02618,5.62,1044
2025-07-31,POINT_MLB_STD,MERCHANT,G,602,1.467,0.02522,7.8,2437
2025-07-31,EXPRESS_MA_MLB,DINERO_EXPRESS,G,1233,1.167,0.02007,1.0,947
2025-07-31,MER_MLB_MA,MERCHANT,F,716,1.148,0.01973,8.14,1603
2025-07-31,POINT_MLB_1,MERCHANT,F,412,1.081,0.01858,10.09,2623
2025-07-31,MER_MLB_MA,MERCHANT,E,706,1.036,0.01782,9.58,1468
2025-07-31,EXPRESS_MLB_1,DINERO_EXPRESS,F,529,0.982,0.01689,1.0,1857
2025-07-31,EXPRESS_POINT_MLB_1,DINERO_EXPRESS,G,1064,0.968,0.01664,1.0,909
2025-07-31,MLB_EO_ONLINE,MERCHANT,F,180,0.959,0.0165,10.74,5330
2025-07-31,EXPRESS_MLB_1,DINERO_EXPRESS,B,298,0.86,0.01479,1.0,2886
2025-07-31,MLB_EO_ONLINE,MERCHANT,G,335,0.806,0.01386,7.15,2406
2025-07-31,POINT_MLB_1,MERCHANT,B,282,0.745,0.01281,8.35,2642
2025-07-31,EXPRESS_MA_MLB,DINERO_EXPRESS,B,1022,0.719,0.01236,1.0,703
2025-07-31,MER_MLB_1,MERCHANT,E,29,0.713,0.01226,9.21,24586
2025-07-31,MER_MLB_1,MERCHANT,G,91,0.704,0.0121,7.63,7732
2025-07-31,MER_MLB_MA,MERCHANT,B,286,0.687,0.01181,9.39,2402
2025-07-31,POINT_MLB_1,MERCHANT,E,197,0.651,0.01119,9.38,3304
2025-07-31,EXPRESS_MA_MLB,DINERO_EXPRESS,D,839,0.65,0.01118,1.0,775
2025-07-31,MER_MLB_1,MERCHANT,F,27,0.552,0.0095,10.93,20459
2025-07-31,EXPRESS_MLB_1,DINERO_EXPRESS,D,267,0.547,0.00941,1.0,2049
2025-07-31,POINT_MLB_STD,MERCHANT,B,123,0.537,0.00924,10.83,4370
2025-07-31,POINT_MLB_1,MERCHANT,C,239,0.527,0.00907,10.79,2207
2025-07-31,POINT_MLB_STD,MERCHANT,F,158,0.524,0.00902,9.23,3319
2025-07-31,EXPRESS_MLB_1,DINERO_EXPRESS,G,243,0.438,0.00753,1.0,1803
2025-07-31,MER_MLB_1,MERCHANT,D,32,0.424,0.00729,13.88,13256
2025-07-31,POINT_MLB_STD,MERCHANT,D,85,0.332,0.0057,10.81,3902
2025-07-31,POINT_MLB_STD,MERCHANT,E,64,0.274,0.00471,7.92,4279
2025-07-31,POINT_MLB_STD,MERCHANT,H,151,0.273,0.00469,6.06,1805
2025-07-31,MLB_EO_ONLINE,MERCHANT,B,67,0.229,0.00393,8.31,3410
2025-07-31,MER_MLB_MA,MERCHANT,C,102,0.217,0.00373,8.79,2125
2025-07-31,MER_MLB_MA,MERCHANT,D,120,0.208,0.00358,9.95,1737
2025-07-31,MLB_EO_ONLINE,MERCHANT,D,33,0.206,0.00353,10.03,6229
2025-07-31,POINT_MLB_1,MERCHANT,H,279,0.196,0.00336,4.77,701
2025-07-31,MER_MLB_1,MERCHANT,A,13,0.194,0.00334,14.69,14931
2025-07-31,POINT_MLB_STD,MERCHANT,A,18,0.174,0.00299,17.0,9672
2025-07-31,EXPRESS_POINT_MLB_1,DINERO_EXPRESS,C,117,0.16,0.00275,1.0,1366
2025-07-31,EXPRESS_MA_MLB,DINERO_EXPRESS,C,192,0.117,0.00201,1.0,608
2025-07-31,MLB_EO_ONLINE,MERCHANT,H,72,0.116,0.00199,5.46,1611
2025-07-31,BABY_EXPRESS_POINT_MLB_1,DINERO_EXPRESS,E,303,0.092,0.00159,1.0,304
2025-07-31,MLB_EO_ONLINE,MERCHANT,C,44,0.091,0.00157,11.07,2075
2025-07-31,MLB_EO_ONLINE,MERCHANT,E,30,0.072,0.00123,8.23,2384
2025-07-31,MER_MLB_1,MERCHANT,H,27,0.066,0.00114,7.0,2459
2025-07-31,BABY_EXPRESS_POINT_MLB_1,DINERO_EXPRESS,F,209,0.059,0.00101,1.0,282
2025-07-31,EXPRESS_MA_MLB,DINERO_EXPRESS,A,90,0.049,0.00083,1.0,539
2025-07-31,EXPRESS_POINT_MLB_1,DINERO_EXPRESS,A,40,0.047,0.00081,1.0,1179
2025-07-31,EXPRESS_POINT_MLB_1,DINERO_EXPRESS,H,51,0.041,0.00071,1.0,813
2025-07-31,BABY_EXPRESS_POINT_MLB_1,DINERO_EXPRESS,G,87,0.02,0.00034,1.0,227
2025-07-31,EXPRESS_MA_MLB,DINERO_EXPRESS,H,21,0.016,0.00027,1.0,743
2025-07-31,EXPRESS_MA_MLB,DINERO_EXPRESS,Z,16,0.014,0.00024,1.0,888
2025-07-31,EXPRESS_MLB_1,DINERO_EXPRESS,C,17,0.011,0.00019,1.0,634
2025-07-31,BABY_EXPRESS_POINT_MLB_1,DINERO_EXPRESS,D,46,0.01,0.00017,1.0,221
2025-07-31,EXPRESS_MLB_1,DINERO_EXPRESS,H,12,0.01,0.00017,1.0,828
2025-07-31,EXPRESS_MLB_1,DINERO_EXPRESS,A,14,0.01,0.00017,1.0,693
2025-07-31,EXPRESS_POINT_MLB_1,DINERO_EXPRESS,Z,13,0.007,0.00013,1.0,576
2025-07-31,EXPRESS_MLB_1,DINERO_EXPRESS,Z,10,0.004,0.00007,1.0,421
2025-07-31,BABY_EXPRESS_POINT_MLB_1,DINERO_EXPRESS,C,19,0.004,0.00006,1.0,188
2025-07-31,BABY_EXPRESS_POINT_MLB_1,DINERO_EXPRESS,Z,14,0.003,0.00004,1.0,180
2025-07-31,BABY_EXPRESS_POINT_MLB_1,DINERO_EXPRESS,H,9,0.003,0.00004,1.0,278
2025-07-31,MLB_EO_ONLINE,MERCHANT,A,2,0.002,0.00004,12.0,1050
2025-07-31,BABY_EXPRESS_POINT_MLB_1,DINERO_EXPRESS,B,5,0.001,0.00002,1.0,260
